Username,Freq(11pm-6am),Freq(6am-11pm),Total Freq
Miamoodles,1.0,1.0,2.0
LuvMyGurlz,1.0,0.0,1.0
apaigeparker,0.0,1.0,1.0
assyla14,0.0,1.0,1.0
farhaghouse,0.0,1.0,1.0
darrenwilliger,1.0,0.0,1.0
Adi1995,1.0,0.0,1.0
MsVFAB,0.0,1.0,1.0
oilcan,0.0,1.0,1.0
andrewscott09,1.0,0.0,1.0
lennonbone,0.0,1.0,1.0
rouseymousey,1.0,0.0,1.0
JulieChinkk,0.0,1.0,1.0
CierraJane,0.0,1.0,1.0
schaeferj89,1.0,0.0,1.0
shelley0673,0.0,1.0,1.0
fbassy,1.0,0.0,1.0
zwzzy,0.0,1.0,1.0
TheDeanJackson,0.0,1.0,1.0
Henre,0.0,1.0,1.0
ocomik,1.0,0.0,1.0
edwardnunez,0.0,1.0,1.0
BrandyHuston,0.0,1.0,1.0
emilystephen,0.0,1.0,1.0
sammiefowler,1.0,0.0,1.0
valentine1052,1.0,0.0,1.0
baiganchoka,0.0,1.0,1.0
alely_noemi,0.0,2.0,2.0
taluta,1.0,0.0,1.0
amyty,1.0,0.0,1.0
camgroth,1.0,0.0,1.0
NicolleGregory,0.0,1.0,1.0
swhitef4d,0.0,1.0,1.0
Pattie96740,0.0,1.0,1.0
BrianSoegaard,0.0,1.0,1.0
Stephie_2011,0.0,1.0,1.0
britntx3,0.0,1.0,1.0
TheBetterSexDoc,0.0,1.0,1.0
pestkaj,0.0,1.0,1.0
MzSwaggrJakrr,0.0,1.0,1.0
seanmhair,0.0,1.0,1.0
jbergland,0.0,1.0,1.0
stingerx,1.0,0.0,1.0
christerdk,1.0,0.0,1.0
little94,0.0,1.0,1.0
xlittleghostx,1.0,0.0,1.0
SuButcher,0.0,2.0,2.0
ranoona,1.0,0.0,1.0
Nattjenta,0.0,1.0,1.0
agood0102,0.0,1.0,1.0
kyoisorange,0.0,1.0,1.0
pwetiiiCHULA,0.0,1.0,1.0
kozeffect,1.0,0.0,1.0
irlita,1.0,0.0,1.0
NatalieLucas,0.0,1.0,1.0
Chi_twnzfinest,3.0,0.0,3.0
cherenbalmores,0.0,1.0,1.0
mystical_maz,1.0,0.0,1.0
socialnate,0.0,1.0,1.0
MikeCormack,1.0,0.0,1.0
Ross_Slaughter,0.0,1.0,1.0
amfer391,1.0,0.0,1.0
LucyMadonna,0.0,1.0,1.0
RachelLVeraB,1.0,0.0,1.0
sjwoodr,0.0,1.0,1.0
baamtastic,1.0,0.0,1.0
Sorii,1.0,0.0,1.0
jamie_riley,1.0,0.0,1.0
skullranch,0.0,1.0,1.0
journey4evr,0.0,1.0,1.0
curious1966,0.0,1.0,1.0
ChrisandCal,2.0,2.0,4.0
subhashTejasvi,1.0,0.0,1.0
Soggybourbon,0.0,1.0,1.0
cycomer,0.0,1.0,1.0
macgirluk,0.0,1.0,1.0
FelineRoyalty,0.0,1.0,1.0
sadieandoliver,0.0,1.0,1.0
imnisa,1.0,0.0,1.0
NinjaReaper,1.0,0.0,1.0
Chocolatedonout,1.0,0.0,1.0
nikkii_xo,1.0,0.0,1.0
DillyClemmensen,0.0,1.0,1.0
ajdohr,0.0,1.0,1.0
Zettiettie,1.0,0.0,1.0
AmyFozzzzzle,0.0,1.0,1.0
nurulainrahman,1.0,0.0,1.0
jessica1128xo,1.0,1.0,2.0
agoeke,0.0,1.0,1.0
Mkenn076,0.0,1.0,1.0
xKRiggsx,0.0,1.0,1.0
Eiwen,0.0,1.0,1.0
katherindancer,0.0,1.0,1.0
cymberrain,2.0,0.0,2.0
anna_ruiz,0.0,1.0,1.0
schachin,0.0,1.0,1.0
iloveatt,0.0,1.0,1.0
trentgillaspie,0.0,1.0,1.0
mpwoodward,0.0,1.0,1.0
timtfj,0.0,2.0,2.0
pillpushera,1.0,0.0,1.0
fallenstar_,1.0,0.0,1.0
paozao,0.0,1.0,1.0
Alison_Collings,0.0,1.0,1.0
marioc2010,0.0,1.0,1.0
sacredmoment,0.0,1.0,1.0
ardilla_ilusa,0.0,1.0,1.0
sakshamkatyal,1.0,0.0,1.0
EllisOfficial,0.0,1.0,1.0
kristinacarmina,1.0,0.0,1.0
chumphri,0.0,1.0,1.0
Parkrocker,0.0,1.0,1.0
DrNathanator,1.0,0.0,1.0
stormstereo,1.0,0.0,1.0
ShannonTamecia,0.0,1.0,1.0
Marilyn_T,0.0,1.0,1.0
lannaface,1.0,0.0,1.0
sofifagnilli,0.0,1.0,1.0
BeckyKingston,1.0,2.0,3.0
shaynubla,0.0,1.0,1.0
thecampingforum,1.0,0.0,1.0
DocsDad,0.0,1.0,1.0
Ulrikeb333,2.0,0.0,2.0
coralh,0.0,1.0,1.0
mirna_martinez,0.0,1.0,1.0
samlovesjuan,0.0,2.0,2.0
CarlisleCullen_,1.0,0.0,1.0
maitepd,0.0,1.0,1.0
Marquise21,2.0,0.0,2.0
bsb96,0.0,1.0,1.0
kariiinaa,1.0,0.0,1.0
ddavide92,0.0,1.0,1.0
laurawrsaurus,1.0,0.0,1.0
Tas_E,1.0,0.0,1.0
selinti,0.0,1.0,1.0
Scott_M_,0.0,1.0,1.0
znmeb,1.0,0.0,1.0
EricaHeartsBSB,1.0,0.0,1.0
kittibell,0.0,1.0,1.0
sergicles,0.0,1.0,1.0
supercheddar,1.0,0.0,1.0
intheskies,1.0,0.0,1.0
LittleBitTwistd,0.0,1.0,1.0
PalliativeDoc,0.0,1.0,1.0
Hakicoma,1.0,0.0,1.0
bbybre,0.0,1.0,1.0
ROCKGUITARZ,0.0,1.0,1.0
xciindyyx,1.0,0.0,1.0
xPurplexMuffinx,1.0,0.0,1.0
pokapolas,0.0,1.0,1.0
justinezeisman,1.0,0.0,1.0
g3mini521,0.0,1.0,1.0
erincampos,1.0,0.0,1.0
11chiqa11,1.0,1.0,2.0
GossipChicago,1.0,0.0,1.0
omgits_yu,1.0,0.0,1.0
arcanus2,0.0,1.0,1.0
IntellectRose20,0.0,1.0,1.0
danielleeddy,0.0,1.0,1.0
somemandy,1.0,0.0,1.0
kotiw12,1.0,0.0,1.0
pamelaminoso,0.0,1.0,1.0
ktrey23,0.0,1.0,1.0
blkrichyrich,1.0,0.0,1.0
JMUswag,0.0,1.0,1.0
Torihofficial,0.0,1.0,1.0
Absolom89,0.0,1.0,1.0
littlemisslilac,1.0,0.0,1.0
unahealyfan,0.0,3.0,3.0
Sheamus,3.0,1.0,4.0
TheSUPERGIRL,4.0,0.0,4.0
JewelR,0.0,1.0,1.0
Mom_30,0.0,1.0,1.0
jeroxie,1.0,0.0,1.0
cl4irethomas,0.0,1.0,1.0
tOtallybOgus,1.0,1.0,2.0
allyd0124,0.0,1.0,1.0
whitneybrents,1.0,0.0,1.0
JaiunC,1.0,0.0,1.0
onarasec,0.0,1.0,1.0
blackmire,1.0,0.0,1.0
_misspixie_,1.0,0.0,1.0
hywing_gillllie,2.0,1.0,3.0
Louis_Carr,0.0,1.0,1.0
WLxboxRox56,0.0,3.0,3.0
jonhoneyball,0.0,1.0,1.0
_weirdo,0.0,1.0,1.0
Tim3P0,0.0,1.0,1.0
alokm,0.0,1.0,1.0
Steven_R,1.0,0.0,1.0
NoNamesJustLo,0.0,1.0,1.0
misscruisette,1.0,0.0,1.0
CasualCottage,0.0,1.0,1.0
BusStopComic,0.0,1.0,1.0
__emilyy,1.0,0.0,1.0
KTLVSVT,0.0,1.0,1.0
tannwick,1.0,1.0,2.0
gailywonder,1.0,0.0,1.0
Madhobbit,1.0,0.0,1.0
RAWRitsjesskthx,0.0,1.0,1.0
RossStokes,1.0,0.0,1.0
Bats0711,0.0,1.0,1.0
nySparkled,0.0,1.0,1.0
Phizzy_x,1.0,1.0,2.0
lesbanim,1.0,0.0,1.0
EranYaniv,1.0,0.0,1.0
jameschau,0.0,1.0,1.0
lessthan140,1.0,0.0,1.0
McDzzty,0.0,1.0,1.0
Hellamoet,0.0,1.0,1.0
RahneX,0.0,1.0,1.0
clandestine04,1.0,0.0,1.0
thestolenolive,0.0,1.0,1.0
ameliagermain,1.0,0.0,1.0
tarriegirl,1.0,0.0,1.0
drea_supaflyy,0.0,1.0,1.0
mexiana_76,0.0,1.0,1.0
kristelaaa,1.0,0.0,1.0
tamera,0.0,1.0,1.0
rickooo,1.0,0.0,1.0
pippatyson,1.0,0.0,1.0
yoyomo,0.0,1.0,1.0
JenVu_s2,0.0,2.0,2.0
sjbaker,0.0,1.0,1.0
diahsack,0.0,1.0,1.0
Keshniifi,1.0,0.0,1.0
Roxanne1977,1.0,0.0,1.0
vibinc,1.0,0.0,1.0
StephAgresta,0.0,1.0,1.0
nickienb,0.0,1.0,1.0
emmyeep,0.0,1.0,1.0
AshleighCurtisx,0.0,1.0,1.0
smelso,1.0,0.0,1.0
yogich,0.0,1.0,1.0
velofille,0.0,1.0,1.0
thinkmorepink,1.0,0.0,1.0
kelz017,1.0,0.0,1.0
SackPackies,0.0,1.0,1.0
lexxisjo,0.0,1.0,1.0
Dana_Jones,0.0,1.0,1.0
robschmob,1.0,0.0,1.0
Missmc805,0.0,1.0,1.0
Jezzy14,1.0,2.0,3.0
mynetx,1.0,0.0,1.0
eeshkapeesh,1.0,0.0,1.0
thespeckledpear,0.0,1.0,1.0
JenniPhurr123,0.0,1.0,1.0
darknova306,0.0,1.0,1.0
nadacabani,0.0,1.0,1.0
v1ntagerose,0.0,1.0,1.0
andyduguid,1.0,0.0,1.0
leeo_s,1.0,0.0,1.0
Madison14,0.0,1.0,1.0
MsStylezB,1.0,0.0,1.0
miramaxfilms,1.0,1.0,2.0
KaitlinMaree03,1.0,0.0,1.0
GongBsMom,1.0,0.0,1.0
unachance,0.0,1.0,1.0
JessikaSays,0.0,1.0,1.0
iLoveColbyO,0.0,3.0,3.0
ediorzel22,1.0,0.0,1.0
samanthuggg,0.0,1.0,1.0
eleahbaant,1.0,0.0,1.0
di4scott,0.0,1.0,1.0
Stars_Meg,0.0,1.0,1.0
Raaachii,0.0,1.0,1.0
Darinac,0.0,1.0,1.0
K_Hanrahan,0.0,1.0,1.0
MsJennNicole,0.0,1.0,1.0
peterdutoit,1.0,0.0,1.0
jojo23muffins,0.0,1.0,1.0
joolzgirl,0.0,2.0,2.0
jesscarosello,1.0,0.0,1.0
lumalfoy,0.0,1.0,1.0
onehappykat,1.0,0.0,1.0
JaeShaunese,1.0,0.0,1.0
n0vus,1.0,0.0,1.0
tyleraroundtown,0.0,1.0,1.0
skarthikm,1.0,0.0,1.0
Annee01,0.0,1.0,1.0
Bethhh17,0.0,1.0,1.0
kayewu,0.0,1.0,1.0
soundofsolace,0.0,1.0,1.0
zoerobinson93,0.0,1.0,1.0
WestCoastGal88,0.0,1.0,1.0
devwidow,0.0,1.0,1.0
JamesSchramko,0.0,1.0,1.0
oneewayx,0.0,1.0,1.0
weezoh,0.0,1.0,1.0
TopModelBri,0.0,1.0,1.0
arturot,0.0,1.0,1.0
Janellers12345,1.0,0.0,1.0
michokest,0.0,1.0,1.0
GeonsBigbuck,0.0,1.0,1.0
supermANDREA,1.0,0.0,1.0
kateblogs,2.0,0.0,2.0
PriscysLife,0.0,1.0,1.0
RealMartaTop,0.0,1.0,1.0
whataheadcase,0.0,1.0,1.0
brmbds,1.0,0.0,1.0
FabDesigner,0.0,1.0,1.0
Tokyo_Tease,0.0,1.0,1.0
BlogWellDone,0.0,1.0,1.0
PreternaReviews,0.0,1.0,1.0
mrs_aaberg,1.0,0.0,1.0
rodedomenici,0.0,1.0,1.0
WeRunLA,1.0,0.0,1.0
Casser09,0.0,1.0,1.0
cci_hates_you,1.0,0.0,1.0
ARGibson,1.0,0.0,1.0
NicolePeeler,0.0,1.0,1.0
tazzman61,0.0,1.0,1.0
kimalojado,1.0,1.0,2.0
toribaro,0.0,2.0,2.0
luciuskallias,0.0,1.0,1.0
chods70,0.0,1.0,1.0
rebecca_pointe,0.0,1.0,1.0
alexmaslow,0.0,1.0,1.0
juuuso,1.0,0.0,1.0
DownUnda2008,1.0,1.0,2.0
FayeCrumpton,0.0,1.0,1.0
drvktr,0.0,1.0,1.0
LostMarilyn,0.0,1.0,1.0
Jodz101,1.0,1.0,2.0
theycallmemidge,1.0,0.0,1.0
Jmscavaleiro,1.0,0.0,1.0
missrosababyy,0.0,1.0,1.0
LiLMissLeighann,1.0,0.0,1.0
gusgusly,0.0,1.0,1.0
nikicheong,1.0,0.0,1.0
susietech,1.0,0.0,1.0
zooeeeee,0.0,1.0,1.0
Mzpasion,0.0,1.0,1.0
Deesmileyface,0.0,1.0,1.0
TferThomas,1.0,1.0,2.0
heatheriscuddly,0.0,1.0,1.0
DomesticSluts,1.0,0.0,1.0
shamim86,1.0,0.0,1.0
Jessica0527,0.0,1.0,1.0
serendipitie,0.0,1.0,1.0
alimercedes911,0.0,1.0,1.0
Robi27,0.0,1.0,1.0
taschaiscool,0.0,1.0,1.0
perthtones,0.0,1.0,1.0
MrPhattyCakes,1.0,0.0,1.0
novemberlight,0.0,1.0,1.0
huma_rashid,0.0,1.0,1.0
brandtagsdotnet,0.0,1.0,1.0
DaRevolutionary,0.0,1.0,1.0
audrey86,1.0,0.0,1.0
StaceSpice,1.0,0.0,1.0
ACD93,0.0,1.0,1.0
eldonvito,1.0,0.0,1.0
HotMama562,1.0,0.0,1.0
angelheadbands,0.0,1.0,1.0
LauraDoogan,1.0,0.0,1.0
TaylorHann,1.0,0.0,1.0
VeraaCorruptedx,0.0,2.0,2.0
NvdB22,0.0,1.0,1.0
cley26,0.0,1.0,1.0
lennyyu,0.0,1.0,1.0
abarnum,0.0,1.0,1.0
FrontDeskLady,0.0,1.0,1.0
UA86,1.0,0.0,1.0
liliasua,0.0,1.0,1.0
aleksrose,1.0,0.0,1.0
Kacymru,1.0,0.0,1.0
annekaylee,0.0,1.0,1.0
wendywings,3.0,0.0,3.0
tgosingtian,0.0,1.0,1.0
knightleyyeahh,0.0,1.0,1.0
The1BigTuna,1.0,0.0,1.0
chrissiea,1.0,0.0,1.0
Eldonna,0.0,1.0,1.0
Plantera,0.0,1.0,1.0
yayitsezekiel,0.0,1.0,1.0
mamacessie,0.0,1.0,1.0
courtneysaysss,0.0,1.0,1.0
ejsuess,0.0,1.0,1.0
meryreino,1.0,1.0,2.0
buffy6490,0.0,1.0,1.0
Jennifer2943,0.0,1.0,1.0
p1x13,0.0,1.0,1.0
deirdresm,0.0,1.0,1.0
karinb_za,4.0,1.0,5.0
luke_bailey,0.0,1.0,1.0
ianrckstr,0.0,1.0,1.0
youbetheanchor,0.0,1.0,1.0
FavoriteGift,0.0,1.0,1.0
kisforkamelia,1.0,0.0,1.0
ChitraChaudhuri,2.0,0.0,2.0
francinedarling,0.0,1.0,1.0
VanessaEfron,1.0,1.0,2.0
RobertaRae,0.0,1.0,1.0
stacyjill,0.0,1.0,1.0
missmonstermel,1.0,0.0,1.0
tinatmarie,0.0,1.0,1.0
MissSusannah,0.0,1.0,1.0
joybianchibrown,0.0,1.0,1.0
theiveys,0.0,1.0,1.0
RobertRawson,1.0,0.0,1.0
mattchedit,2.0,1.0,3.0
fashearlyxx,1.0,0.0,1.0
vickyrao,0.0,1.0,1.0
Melig123,0.0,1.0,1.0
fellowcreative,1.0,0.0,1.0
jordanmccuaig,1.0,0.0,1.0
NuellePena,1.0,0.0,1.0
KapilJoshi,3.0,0.0,3.0
itsbajigidy,0.0,1.0,1.0
philjevons,0.0,2.0,2.0
rehfrota,0.0,1.0,1.0
Neofish42,0.0,1.0,1.0
charliestyr,1.0,0.0,1.0
jimatix,1.0,0.0,1.0
bathinginluxury,0.0,1.0,1.0
PaulaHarveyx,0.0,1.0,1.0
Timvansas,1.0,0.0,1.0
Rachel01989,0.0,1.0,1.0
leatherfacebook,0.0,1.0,1.0
DrewLarison,0.0,1.0,1.0
SANOMI,0.0,1.0,1.0
chiniehdiaz,2.0,1.0,3.0
lilmo4ever,1.0,1.0,2.0
toxikjay,1.0,0.0,1.0
Bockman13,0.0,1.0,1.0
Genever,1.0,0.0,1.0
tabitharose93,1.0,0.0,1.0
mnystedt,1.0,1.0,2.0
shannon7183,0.0,1.0,1.0
Fuzzie_74,1.0,0.0,1.0
Carrie___,1.0,0.0,1.0
PembsDave,2.0,1.0,3.0
kelltrom,0.0,1.0,1.0
itsnotsoizzy,1.0,0.0,1.0
lecadi,0.0,1.0,1.0
TwiStedCoVerGrl,0.0,1.0,1.0
InnovativeCrib,0.0,1.0,1.0
Tatiwii,0.0,1.0,1.0
idaremyidea,1.0,0.0,1.0
chris_leung,1.0,0.0,1.0
TinchenFFM,1.0,1.0,2.0
Kristina_001,0.0,1.0,1.0
rgoodchild,2.0,1.0,3.0
tinaarons,0.0,1.0,1.0
tiaaaaa,0.0,1.0,1.0
rollcanja,1.0,0.0,1.0
urbanperspectiv,0.0,2.0,2.0
qcevolution,0.0,1.0,1.0
AppleCryptMods,1.0,0.0,1.0
g1mm34d,0.0,1.0,1.0
angeldaniel,0.0,1.0,1.0
itaggs,0.0,1.0,1.0
davidatkinson89,0.0,1.0,1.0
theresatrujillo,1.0,0.0,1.0
93miranda,1.0,0.0,1.0
faithoo,1.0,0.0,1.0
Makenzesgranna,0.0,2.0,2.0
tallivansunder,1.0,2.0,3.0
aprilmarie2004,1.0,0.0,1.0
paulrichpaul,1.0,0.0,1.0
LIQUIDBONEZ,1.0,0.0,1.0
sootandpoo,1.0,0.0,1.0
emily0418,0.0,2.0,2.0
wittlepiggy,1.0,0.0,1.0
tweeteradder11,0.0,2.0,2.0
all_lee,0.0,1.0,1.0
gerard_k,1.0,2.0,3.0
vehlr,0.0,1.0,1.0
guy,1.0,0.0,1.0
MillZz,0.0,1.0,1.0
Margreet777,0.0,1.0,1.0
j_lefkowitz,0.0,1.0,1.0
mysocksrock,1.0,0.0,1.0
GeorgeOMMind,1.0,0.0,1.0
GuRLDiiGGy,1.0,0.0,1.0
iKasperr,1.0,1.0,2.0
JD2128,1.0,0.0,1.0
pink_triangle,0.0,1.0,1.0
Adenise7,0.0,1.0,1.0
Robertux,0.0,1.0,1.0
NaomiArsyad,1.0,0.0,1.0
mj22787,1.0,0.0,1.0
bhourihan,1.0,0.0,1.0
spazzumgurl,0.0,1.0,1.0
TootsiiePop,0.0,1.0,1.0
Sirtoby73,1.0,0.0,1.0
vacant_heart,2.0,1.0,3.0
anonymum,0.0,1.0,1.0
MEELAmac,0.0,1.0,1.0
CelebReport,0.0,1.0,1.0
wrightstate,0.0,1.0,1.0
glepa,1.0,0.0,1.0
AvidCyclist_Ray,1.0,1.0,2.0
surfnmusicexpo,2.0,0.0,2.0
LaShandaDH,0.0,2.0,2.0
HelenGuttridge,1.0,0.0,1.0
johnharkabus,0.0,1.0,1.0
larryloik,1.0,0.0,1.0
lisaduhart,0.0,1.0,1.0
alicepopey,1.0,0.0,1.0
DJTompie,1.0,0.0,1.0
hiimisabelle,0.0,1.0,1.0
Diana_1957,1.0,0.0,1.0
Sccrmonkey5,0.0,1.0,1.0
EmilyExactlyx,0.0,1.0,1.0
Tyrone17,0.0,2.0,2.0
MaraTorrealba,0.0,1.0,1.0
AmandaSevold,0.0,1.0,1.0
PangTama,1.0,0.0,1.0
daniel_eason,0.0,2.0,2.0
LisbethTanz,1.0,0.0,1.0
tokidoki_jessi,1.0,0.0,1.0
BeccaBabyface,0.0,1.0,1.0
beccagriff,1.0,0.0,1.0
shrimponunicorn,0.0,1.0,1.0
taykel,1.0,0.0,1.0
mrsjasperhale1,0.0,1.0,1.0
FatOracle,0.0,1.0,1.0
KyngDyngalyng,0.0,1.0,1.0
MonDanielle,0.0,1.0,1.0
HWDesign,0.0,1.0,1.0
finnstrip,1.0,0.0,1.0
TYMENUS,0.0,1.0,1.0
Playboy,0.0,1.0,1.0
UniqueGuitarist,3.0,1.0,4.0
carused,1.0,0.0,1.0
olivijavan,0.0,1.0,1.0
jennzahling,1.0,0.0,1.0
_WhittleS_,1.0,0.0,1.0
biccy,1.0,0.0,1.0
jennzen,0.0,1.0,1.0
CocoaPimper,1.0,0.0,1.0
Zoe_E_W,0.0,1.0,1.0
paulahoughton,0.0,1.0,1.0
sergio_c,0.0,1.0,1.0
bewitchedmagic,0.0,1.0,1.0
drandolph,0.0,1.0,1.0
corner14,0.0,1.0,1.0
AiricaLush,2.0,0.0,2.0
NenetteAM,1.0,0.0,1.0
rachelcumiskey,0.0,1.0,1.0
sazlik,1.0,0.0,1.0
polarbarr,1.0,0.0,1.0
ashansky,0.0,1.0,1.0
erinbutters,0.0,1.0,1.0
DaBeathead,1.0,0.0,1.0
stephcantelmo,0.0,1.0,1.0
totalreach,1.0,0.0,1.0
marka_maka,1.0,0.0,1.0
stevieg69,1.0,1.0,2.0
jazzitlikeopera,0.0,1.0,1.0
Candylatte,1.0,0.0,1.0
peternjenga,1.0,0.0,1.0
Juli_Lou,0.0,1.0,1.0
poohsuke,0.0,1.0,1.0
kailamac,0.0,1.0,1.0
thomasrafael,0.0,1.0,1.0
hjmart,2.0,0.0,2.0
annamaki,0.0,1.0,1.0
AimyLeigh,0.0,2.0,2.0
avcacio,0.0,1.0,1.0
chill_on,0.0,1.0,1.0
DanaeVernisse,0.0,1.0,1.0
eddiaft,1.0,0.0,1.0
ashleeadams,1.0,0.0,1.0
N0N_3NT1TY,1.0,0.0,1.0
PopessAllyBlue,0.0,1.0,1.0
KeytaJ,1.0,0.0,1.0
grtshoppe,0.0,1.0,1.0
AunaLuvsU,0.0,1.0,1.0
heathermsu98,0.0,1.0,1.0
charlii1,1.0,0.0,1.0
LiveLaughDream8,0.0,1.0,1.0
kateydyer,1.0,0.0,1.0
kookykitten,0.0,1.0,1.0
cmcadams,1.0,0.0,1.0
stephb1737,0.0,1.0,1.0
ladykaytay,0.0,1.0,1.0
alvinnn,0.0,1.0,1.0
ChineseLearn,1.0,0.0,1.0
yeselephant,1.0,0.0,1.0
HelenGrigorieva,1.0,0.0,1.0
emmywoodruff,0.0,1.0,1.0
arinellen,0.0,1.0,1.0
laneybix,0.0,1.0,1.0
LOSERK1D,1.0,0.0,1.0
gisseykidd,0.0,1.0,1.0
keshandkitty,1.0,0.0,1.0
officialTila,0.0,1.0,1.0
AubreyFresh,0.0,1.0,1.0
Bambi429,0.0,1.0,1.0
G0LDEN,0.0,1.0,1.0
diannesalcedo,1.0,0.0,1.0
MelissaChester,0.0,1.0,1.0
xxadelxx,1.0,1.0,2.0
nikihillier,0.0,1.0,1.0
FitHCky,0.0,1.0,1.0
aaldridge23,1.0,0.0,1.0
Jag999,1.0,0.0,1.0
southerngirl83,0.0,1.0,1.0
silkexsp,0.0,1.0,1.0
merijdith,0.0,1.0,1.0
sophiaxxxx,1.0,0.0,1.0
kyna_,0.0,1.0,1.0
HotelTweeter,1.0,0.0,1.0
CynSimmons,0.0,1.0,1.0
Hummingbird2602,1.0,0.0,1.0
itsalwaysbetter,0.0,1.0,1.0
tokyopop24,1.0,0.0,1.0
carlyrullman,0.0,1.0,1.0
casssaywhatx3,1.0,0.0,1.0
jadestaaaa,1.0,0.0,1.0
musicforanurse,1.0,0.0,1.0
nicholasperez,0.0,1.0,1.0
cbn2,0.0,1.0,1.0
beckygina,0.0,1.0,1.0
AriSin,0.0,1.0,1.0
mloclam1,1.0,0.0,1.0
kalinga,1.0,0.0,1.0
meg31008,0.0,1.0,1.0
Shnugglebug,0.0,1.0,1.0
Tribolu,1.0,0.0,1.0
foodphilosophy,0.0,1.0,1.0
givingupperfect,0.0,1.0,1.0
SlickT614,0.0,1.0,1.0
soulkid_len,0.0,1.0,1.0
dennis_luis,0.0,1.0,1.0
VioletsCRUK,3.0,2.0,5.0
sensonize,0.0,1.0,1.0
angelblue67,0.0,1.0,1.0
KristenODay,1.0,0.0,1.0
nany_micucci,0.0,2.0,2.0
RClapham,1.0,0.0,1.0
pixie4chic,0.0,1.0,1.0
tbgreve,0.0,1.0,1.0
Ramble_On_Babes,0.0,1.0,1.0
sjweiss1,1.0,0.0,1.0
nikkimaltby,1.0,3.0,4.0
ktlindberg,1.0,0.0,1.0
luvangelwings,1.0,0.0,1.0
BBRRIITTTTYY,2.0,0.0,2.0
JaTaChiKo,0.0,1.0,1.0
gixug,1.0,0.0,1.0
iluvniccksbike,0.0,1.0,1.0
Milkme4free03,0.0,1.0,1.0
_perfectionista,0.0,2.0,2.0
tayloredwards,0.0,1.0,1.0
AustinPrime,1.0,0.0,1.0
aaalison,1.0,0.0,1.0
smuttysteff,0.0,1.0,1.0
Kelsey_L,0.0,1.0,1.0
sicsicsic,0.0,1.0,1.0
jenaroxsaysame,0.0,1.0,1.0
khryss,0.0,1.0,1.0
rehes,0.0,1.0,1.0
kacietay,0.0,1.0,1.0
jadmonsod9,0.0,1.0,1.0
Luke1987,1.0,0.0,1.0
Copus36,1.0,0.0,1.0
ohschit,0.0,1.0,1.0
seaninsound,1.0,0.0,1.0
MsKnitSox,0.0,1.0,1.0
weloveviral,1.0,0.0,1.0
cici2702,0.0,1.0,1.0
holidaycarclub,0.0,1.0,1.0
Luvzi12,0.0,1.0,1.0
vikssia,0.0,1.0,1.0
sakbaboy,1.0,0.0,1.0
kpfaulkner,1.0,0.0,1.0
smuffster,0.0,1.0,1.0
MariaRosalie,1.0,0.0,1.0
kfinches,1.0,0.0,1.0
BeerBergman,1.0,0.0,1.0
Dr_Phillips,0.0,1.0,1.0
Summerstone,0.0,2.0,2.0
owlbot,0.0,1.0,1.0
russellgerard,1.0,0.0,1.0
vsbmeza,1.0,0.0,1.0
charlynurie,0.0,1.0,1.0
Nilhenwen,1.0,0.0,1.0
prosam,0.0,1.0,1.0
danielletwloha,1.0,0.0,1.0
mindfulMeli,0.0,1.0,1.0
jonomallanyk,1.0,0.0,1.0
oloberr,1.0,0.0,1.0
epitomeofmichie,0.0,1.0,1.0
T_RozM2,0.0,1.0,1.0
daninespencer,0.0,1.0,1.0
iitsMolly,0.0,1.0,1.0
livelaughlovee5,0.0,1.0,1.0
shenadee,0.0,1.0,1.0
caseycarter,0.0,1.0,1.0
gingerkidette,0.0,1.0,1.0
karlaarandela,1.0,0.0,1.0
veepveep,0.0,1.0,1.0
tobyw7,1.0,1.0,2.0
tammygamble,1.0,1.0,2.0
jojowebb,0.0,1.0,1.0
JoshSwain,0.0,1.0,1.0
gabbygarrison,0.0,1.0,1.0
suzukuma,1.0,0.0,1.0
MISSKRIS1214,0.0,1.0,1.0
staiifliiNYchic,0.0,1.0,1.0
SamBMcIntosh,0.0,1.0,1.0
obbwithday26,0.0,1.0,1.0
sammyrichards,1.0,0.0,1.0
MonBon_afide,1.0,0.0,1.0
KevinEpstein,0.0,1.0,1.0
veelarose,1.0,0.0,1.0
XviuX,0.0,1.0,1.0
chlostick,1.0,0.0,1.0
ottern,0.0,2.0,2.0
ttamara_,0.0,1.0,1.0
bradpeczka,1.0,0.0,1.0
melinaflores,0.0,1.0,1.0
aubreytotalgurl,1.0,0.0,1.0
hiabowman,1.0,0.0,1.0
TinkerBlack,0.0,1.0,1.0
yiiee,1.0,0.0,1.0
hash_obama,0.0,1.0,1.0
jessiica_xox,2.0,0.0,2.0
Trinity_B,2.0,1.0,3.0
AGirlfriend,0.0,1.0,1.0
jemmajenkins,1.0,0.0,1.0
msrelle,0.0,1.0,1.0
star_girlsophie,2.0,0.0,2.0
KCDebi,0.0,1.0,1.0
wildlime,1.0,0.0,1.0
obbieob,0.0,1.0,1.0
madaday,0.0,1.0,1.0
stoebedanielle,0.0,1.0,1.0
kkingeryy,0.0,1.0,1.0
krispurplecat,1.0,0.0,1.0
McJlegacysound,1.0,0.0,1.0
chellebeatx3,0.0,1.0,1.0
adamjoseph211,0.0,1.0,1.0
rachellevin,0.0,1.0,1.0
nickelby,1.0,0.0,1.0
lorenita327,0.0,3.0,3.0
xxSaraah,0.0,1.0,1.0
