target,id,date,user,tweet
1,1691199175,Sun May 03 17:19:21 PDT 2009,lililathan,Having dinner at Gobo's with my dad! 
1,1986090208,Sun May 31 18:18:24 PDT 2009,stephenjulian,"@__stephanielynn awe that's awful! i'm glad your feeling better  any disney help the recovery? im doing great, i met this guy today... "
1,1972295710,Sat May 30 08:57:31 PDT 2009,nitro_licious,"Nothing went too well with my hat, so went all black again. Hope I don't sweat my ass off! Stay tuned for pics! "
1,1932638410,Tue May 26 21:53:15 PDT 2009,allanko,mashed hard boiled eggs + farmer's ham scraps + hickory bacon bits + cream cheese + honey dijon dressing = my delectable breakfast 
1,1997214504,Mon Jun 01 16:27:25 PDT 2009,boioglu,"To fully uninstall iTunes 8.2 on Mac, close all iTunes and do this from Terminal.app.  Do NOT mistype it  .. https://twerbose.com/t8791"
1,1823710312,Sat May 16 22:44:47 PDT 2009,zombiejess,@CuppyKait What?! Where???!!!! 
1,1469067353,Tue Apr 07 05:04:09 PDT 2009,soulman9,@kricor translation please. 
1,2063513911,Sun Jun 07 02:58:15 PDT 2009,Gilleh,"Morning twitterers  gonna tidy my room today, woo fun. And happy birthday @sir_peter_"
1,1969708880,Sat May 30 00:56:46 PDT 2009,raqualak,EVERYONE FOLLOW MY BROTHER!  HE GOT TWITTER! finally &gt;_&gt; @timmyz09
1,1557075019,Sun Apr 19 01:52:31 PDT 2009,mayj,you know how cool ps3 is? im on twitter from the plasma  fuck i love the northern beaches
1,2191950138,Tue Jun 16 06:15:17 PDT 2009,bjovas,@tormaroe Have a nice week in Oslo with Audun and Henrik and all the other fine people at #ndc09.  Your new Ã¼berPC has been ordered btw!
1,1980842901,Sun May 31 07:48:48 PDT 2009,LaShandaDH,"Ok, I'm LATE...but I made it!  Besides, I got more than me dressed..."
1,2190092629,Tue Jun 16 01:44:45 PDT 2009,Mrs_Jonas_1Love,"Okay hitting the Comfy bed just sitting here being happy ;),Night @AustinakaAA "
1,2000218272,Mon Jun 01 21:38:59 PDT 2009,LadyProducHer,@MsReign  Nah sis it's just that it's the one room where I do all my work... lol!  At least u still puttin it in though 
1,2186649263,Mon Jun 15 19:08:16 PDT 2009,andycouch,@roblifford I think they're being too kind to IE7.  
1,2015222981,Wed Jun 03 04:03:49 PDT 2009,Jamcs,@AUFozzie Just submitted something. 
1,2053969703,Sat Jun 06 06:12:59 PDT 2009,wildechildd,@gangrel13 wow that's lots of traveling have safe trip. Hope the weather is good.but it can't be as nice as socal  
1,1968022076,Fri May 29 20:37:15 PDT 2009,MAGGIECHICKEN,@alexandrastack LOL i was funy.... OMG i luvthe einstein bobble heads 
1,1880460091,Fri May 22 01:19:15 PDT 2009,Empresstwits,"its not a d&amp;b song, its a 132 bpm breakbeat tune called &quot;The Time Is Now&quot; . . . get ready "
1,1564103817,Mon Apr 20 01:47:37 PDT 2009,Waldo_Aucamp,"@ Spaz: @RentiaGraaff ... That's like heavy cool, like you can't touch it, so cool it is! "
1,2014327514,Wed Jun 03 01:09:56 PDT 2009,iLadySyncere,@GodfellowMIA Great work ethic  just dont overwork yourself
1,1967114756,Fri May 29 19:00:04 PDT 2009,geether,@ishatara  girl if you only knew lmao.
1,1834497905,Mon May 18 03:09:52 PDT 2009,deadey,"@rexyechi cheer up my dear echiii, i wish you nothing but the best! "
1,1982364930,Sun May 31 11:03:47 PDT 2009,marisamendez,Walking around my hotel in my bathing suit I feel naked LOL but I found the pool so I'm happy 
1,2064742895,Sun Jun 07 07:03:42 PDT 2009,jessicaleigh143,Watching space jam ! 
1,1962962860,Fri May 29 11:59:38 PDT 2009,IndianaSwingers,http://www.flickr.com/photos/swinglifestyle/  Write a comment on my modeling pics !!! 
1,2072281699,Sun Jun 07 20:43:45 PDT 2009,hollyheartsnick,@UNBREAKABLEkaos i'll keep her in my prayers!! tell her i hope she feels better!  â¥
1,1880026033,Thu May 21 23:52:10 PDT 2009,Leahs_Story,"@AlisonBlaire  You pull out the pan flute, &amp;Ill grab my tambourine! "
1,2064409737,Sun Jun 07 06:11:16 PDT 2009,syarif_m2e,@pggetbar : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! 
1,2190978203,Tue Jun 16 04:13:32 PDT 2009,Falahales,I cleaned my room today..its CLEANNNNNNNNN~! 
1,1970912658,Sat May 30 05:38:17 PDT 2009,Daydreamergirl,P.S. I saw a rainbow while I was out and about with my son yesterday 
1,2048008936,Fri Jun 05 14:31:14 PDT 2009,FotoToni,Just trying this out to see if I like it 
1,1970553678,Sat May 30 04:19:48 PDT 2009,CarolineGoesGrr,still awake. still drunk. on my front porch. still having fun. 
1,2046335193,Fri Jun 05 12:01:56 PDT 2009,ChocDiva,had an ok night last night..finally got internet n cable! lol (im excited)..now off to the gym 
1,1835129778,Mon May 18 05:13:12 PDT 2009,melberry29,@webdestep Happy (late) Birthday 
1,1997735446,Mon Jun 01 17:22:00 PDT 2009,akacard,@STORYBOOKSANTA I miss you both so much 
1,2008847321,Tue Jun 02 14:45:07 PDT 2009,sxyblkmn,"@ComcastBonnie oh wow, sure.  it's back up now but it's been blinking on and off since last week"
1,2014034364,Wed Jun 03 00:16:05 PDT 2009,nike1980,"@mikeh2bi well, he mostly contracts with other companies at the moment. It's a one-man show really  but who knows? One day?"
1,2072111876,Sun Jun 07 20:25:19 PDT 2009,Yessiiw,"@kevincita Exacto, es por envidia "
1,1792451787,Wed May 13 23:10:35 PDT 2009,trackris24,"laying in my hotel bed in Gainesville, FL listening to good music...&quot;and I get to kiss you baby just bc I can&quot; "
1,1559100565,Sun Apr 19 10:15:33 PDT 2009,kawaiiyesha,returning comments 
1,2008204412,Tue Jun 02 13:46:44 PDT 2009,MissKsyn,"@JoKeR908 Yes sir, I model, dance (professionally) and act "
1,1966596368,Fri May 29 18:03:20 PDT 2009,JayBeeSea,GC is here  Applebee's in a little bit
1,1676454551,Fri May 01 22:05:37 PDT 2009,just_gary,"Changed my Twitter page design yet AGAIN, ... but off to bed now (for REAL).  "
1,1833793703,Mon May 18 00:29:00 PDT 2009,mfergason,"@SSPU Hey Brian &quot;Wilma&quot;, it was sweet meeting you the other day! Thanks for letting us hang out w/you guys for a bit "
1,2066755107,Sun Jun 07 11:06:40 PDT 2009,smartpassive,Looking for background ideas for my office when I shoot videos. Maybe a bookcase? I have a greenscreen 
1,2014102179,Wed Jun 03 00:28:00 PDT 2009,KoDs,"@extrospectre I so envy you right now, if you do end up going let me know how it goes "
1,1976971848,Sat May 30 19:44:35 PDT 2009,jorgerpereira,"@rvidal Whatever you get, try Ubuntu 9.04. It's juicy with features and speed. My 2year old laptop boots in 12 seconds. "
1,2058145002,Sat Jun 06 14:21:18 PDT 2009,nany_micucci,http://twitpic.com/6rx5k - This is the sky i see. 
1,1693584691,Sun May 03 23:02:17 PDT 2009,PennyDreadful27,Saw Wolverine and though it was awesome! Is now watching X-Men 1. 
1,1795084873,Thu May 14 07:07:50 PDT 2009,richardhyland,Testing Threeter  More info at http://threeter.devv.com
1,2063466559,Sun Jun 07 02:46:25 PDT 2009,Mohamed_Meligy,@MGhoz u most welcome 
1,1932830818,Tue May 26 22:19:19 PDT 2009,KeEilaa,@krritchie I really enjoyed dialogue tonight. Learned a lot. Now we need to get some coffee and hang out. 
1,1824863898,Sun May 17 03:16:33 PDT 2009,draculiria,I actually did a shitload of homework today. Go me. 
1,2178232199,Mon Jun 15 07:23:41 PDT 2009,Dougielover3011,"watching the Radio:ACTIVE tour DVD, Best DVD In The World, Also Best Album In The world "
1,2062765958,Sun Jun 07 00:13:37 PDT 2009,s_is_for_stacy,I have to say &quot;Land of the Lost&quot; was awesome  Jenga was even better haha
1,1564234972,Mon Apr 20 02:28:19 PDT 2009,thebleachworks,"@tranquilized09 at the moment I don't know, I will let you know! "
1,2053049304,Sat Jun 06 03:04:16 PDT 2009,UniqueGuitarist,@EviLovesMcFly 
1,1986519509,Sun May 31 18:56:59 PDT 2009,jamesy_duh,@pollitahaha Team Harry. 
1,2049764467,Fri Jun 05 17:27:33 PDT 2009,shawnwood,http://twitpic.com/6pjod - I think the yogurt won 
1,1557800917,Sun Apr 19 06:03:42 PDT 2009,stepeitalia,@huuuze - that is hilarious 
1,1557162735,Sun Apr 19 02:22:51 PDT 2009,Mileyey,@thehomieB hahah yeah i didnt 
1,1982908839,Sun May 31 12:08:13 PDT 2009,vanessajjones,@HooperMatthew yay auditions  Good luck!!
1,2011184197,Tue Jun 02 18:37:01 PDT 2009,AdamMachanic,"Just fired up the grill, adjusted it improperly, and had a complete #FAIL of a dinner. At least the drinks were good "
1,1989427463,Mon Jun 01 01:30:04 PDT 2009,SuburbCowgirl,@johnrich I WISH I could go!!! :'( I'll be there in heart!!! I support ya 100%!!!  Big hugs &amp; kisses!!! ;D
1,2174378772,Sun Jun 14 22:25:46 PDT 2009,taliea,"@Lanisb Hey you!    The new job is GREAT, but we're in training now, so there's so much to learn!"
1,1835974474,Mon May 18 07:07:36 PDT 2009,TaniyaNayak,"@mommaude No, he didn't, but I'm dying to find out!! "
1,2182331064,Mon Jun 15 13:01:42 PDT 2009,RuhShel,Reading jack and jill by james patterson. 
1,1754062543,Sun May 10 04:48:31 PDT 2009,dragonlady38,"@TraciKnoppe I certainly hope the ear ache clears up soon. I hate ear aches. My mom's 15 hours away, so she will get a call after church. "
1,1992996922,Mon Jun 01 09:39:51 PDT 2009,hilzfuld,"@hinshelm Really? Cool, another reason to join "
1,2003187474,Tue Jun 02 06:03:18 PDT 2009,Evelyncharmz,"Morning people!!! The first thing I think of is my Starbucks &quot;Tall Chi w/whip&quot; so,so good! "
1,2046706696,Fri Jun 05 12:34:26 PDT 2009,JD505,"trying out tiny twitter for my HTC Touch. mostly because i'm broke, and its free "
1,1695343456,Mon May 04 05:53:53 PDT 2009,Klisfire,Hope my roommates having a good morning without TP and soap! 
1,1677890256,Sat May 02 04:31:32 PDT 2009,Trevieno,I feel like Buddy Love My hard work at the GYM is finally paying off 
1,2071659411,Sun Jun 07 19:44:18 PDT 2009,Trinity_B,@workhard_legion what? I am a PLAYA. This game is called LIFE 
1,2054320676,Sat Jun 06 07:05:23 PDT 2009,musicandthelaw,@BrittAllen3 Thank you for the recommendation!  I'll try to live up to that standard! 
1,1973330591,Sat May 30 10:56:32 PDT 2009,AmproGel,"went to sleep with 216 followers &amp; woke up to 972 followers... O_o.. what's REALLY good, twitter?  Welcome Welcome Welcome!!"
1,1880781741,Fri May 22 02:29:05 PDT 2009,Anneli76,"Hello world, I saw my niece 3 yrs and nephiew  I month. My niece Olivia said - It's really strange yo're here, can't you live with us "
1,1975583915,Sat May 30 15:28:03 PDT 2009,conniecrosby,"@rlangdon so nice! Thanks for all your tweets, I am living vicariously through you. "
1,2051202709,Fri Jun 05 21:06:03 PDT 2009,cbarnoskie,Just rediscovered my favorite oldies station in Norman. 
1,2001953496,Tue Jun 02 02:38:46 PDT 2009,superblyhuman,@on_point thank you Alex. much appreciated 
1,1564711743,Mon Apr 20 04:38:56 PDT 2009,BlokesLib,@a_web_designer To be honest I am not a big drinker. As a result anything stronger than water goes to my head quickly. 
1,1553862381,Sat Apr 18 15:24:55 PDT 2009,mindscud,@tweepl Isaw this golden root thing all over London. Maybe it's a cross-marketing idea by Durex 
1,1792819113,Thu May 14 00:21:08 PDT 2009,wortje,"@Velasss  @MrsRance THANK YOU!!! *bigwetkissous* and ella,  get well soon! "
1,1564236227,Mon Apr 20 02:28:43 PDT 2009,kayleighpitman,i am absolutely devastated that I did not catch a cheeky glimpse of the sexy chinese bus driver. I'll eat chow mein now 
1,1971243627,Sat May 30 06:36:36 PDT 2009,BriCutter,"Brothers baseball game, then mikey's coming over later!  text meee."
1,1685261563,Sat May 02 23:39:53 PDT 2009,moreilley,@johnmajor Woooow! Hey u! Long time no see for real! We have catching up to do  Im going to bed but lets talk this week.
1,2169479354,Sun Jun 14 14:34:18 PDT 2009,Dontchangeit,@islikeponed http://twitpic.com/7e2gy - the best edition i ever seen!  
1,1759052865,Sun May 10 18:21:15 PDT 2009,FeistyRedheadHB,http://twitpic.com/4ygqd - Ana and her Aunt Shera...gosh we're adorable. 
1,1961135526,Fri May 29 09:02:25 PDT 2009,HanEvans,Had a great day in Brighton 
1,2191734171,Tue Jun 16 05:52:17 PDT 2009,Danishbrunette,My soup is ready now  I'll be back later
1,1979344498,Sun May 31 02:38:39 PDT 2009,priyankagill,@hypnotistchris happy birthday jessica  much happiness and joy to her
1,1880079883,Fri May 22 00:02:13 PDT 2009,nikusjka,Morning coffee.. here it`s almost like a liquid of life 
1,2045199249,Fri Jun 05 10:22:51 PDT 2009,benlucier,"@flashlight Dude, I've been building Ontario ISPs and webhosting providers since '98. I know ALL about craziness that is Internet porn. "
1,1965917448,Fri May 29 16:46:57 PDT 2009,luna1964,my doctor who poster arrived in the mail today  http://tinyurl.com/ox3ro6
1,1752619838,Sat May 09 22:26:55 PDT 2009,THIS_IS_EMME,aww my son gave me a purple g shock for mother's day 
1,1995720696,Mon Jun 01 13:56:31 PDT 2009,Matik72,@KyNamDoan Thank you sir.  Mental health break was perfect.  Came back inside just in time for a phone call from a potential job. 
1,1955872214,Thu May 28 20:46:15 PDT 2009,Mattc0m,@splashdamage Really looking forward to the new trailer that's gonna be unveiled tonight! Very hyped up for it. 
1,1834851516,Mon May 18 04:24:30 PDT 2009,gersnikki,@itspink the new transformers i think will b great 
1,1469154900,Tue Apr 07 05:24:58 PDT 2009,semipenguin,Back on the road 
1,2188972424,Mon Jun 15 22:57:46 PDT 2009,LetsyFuentes,"sunburnt is killing me, sleep time. then back to atown  staying there another week! so excited."
1,1692295708,Sun May 03 19:41:24 PDT 2009,ohshitshellbee,@jeffreecuntstar omgg same hereee he's a sexy mother fuckerrrr!!  you have good taste.
1,1468866980,Tue Apr 07 04:08:42 PDT 2009,JadeBoylan,@elanorelle thanks for the enthusiasm  just off to meet her! i hope she likes her present! :-D x
1,2188007996,Mon Jun 15 21:09:03 PDT 2009,yogina20,"@rachelkvincent  Fyi borders sent out a great promo e-mail about you for prey,it targeted all rewards members w/bought pride"
1,2013890451,Tue Jun 02 23:51:49 PDT 2009,DigitalActor,"@KCRep that's amazing. Well, congrats on getting him. "
1,2002122680,Tue Jun 02 03:13:02 PDT 2009,kasheeeeen,@VeinsWorld haha no problem. im from hong konggg  what about you?/ what do u do?
1,1983032993,Sun May 31 12:22:27 PDT 2009,VictoriaMonro,@Lozi_x hey you  what's going on?
1,1999931169,Mon Jun 01 21:05:10 PDT 2009,NezBoppin,"I'ma get off the computer, just got the music i wanted  Text me ya'll. Britt's comin over tomorrow, then i got work =/ STILL WANNA QUIT!"
1,2052139905,Fri Jun 05 23:46:55 PDT 2009,pauline93,went to the good food &amp; wine show todayy! i saw gordon ramsay 
1,1692058434,Sun May 03 19:11:16 PDT 2009,jessicaroscoe,watching keeping up with the kardashians! I love @khloekardashian ..she's my fav for sure 
1,2187346253,Mon Jun 15 20:08:52 PDT 2009,PennDragonArt,@uberdragon  those are the awesome days that refresh us...so no worries  I am heading out of here...I just wanted to say G'night ...enjoy
1,1971545916,Sat May 30 07:21:08 PDT 2009,kimFACE_,@mo0see just ignore him! he's a fool who doesnt understand!  was the ep fantastical?
1,1970173568,Sat May 30 02:45:37 PDT 2009,alyssasixteen,watching movie with sister.. 
1,1968082002,Fri May 29 20:43:35 PDT 2009,Mark_Madness,50 dollars richer...thank u lakers!!! 
1,2044407016,Fri Jun 05 09:18:47 PDT 2009,tomagreen,@ryanblundell You didn't miss me but can I knock some sense into you 
1,2013804037,Tue Jun 02 23:37:23 PDT 2009,JunieB28,@SLYFOXY Well hello Duece's other daughter....WELCOME 2 THE WONDERFUL WORLD OF TWITTER.....ENJOY PUMPKIN POODLE!!!  
1,2053276250,Sat Jun 06 03:57:45 PDT 2009,ChrisandCal,@LeanneBarbery  Local peeps we have @LittleLiverbird with her make up and random music @lenamac @westderby will find the rest when are up 
1,2177365948,Mon Jun 15 05:58:49 PDT 2009,CT415,&lt;---- Still basking in the glow of my Lakers' 15th championship!!!! TINK &amp; Good Morning everyone! 
1,1823918792,Sat May 16 23:25:01 PDT 2009,alexlo8,mmm... interesting 
1,1551807820,Sat Apr 18 10:01:30 PDT 2009,Joshlam,"Just 100 more to 20,000 followers! I'm off to sleep now "
1,2002082715,Tue Jun 02 03:05:04 PDT 2009,nik_kee_dee,@okse Oh! That was strange! *waves* Hiiiii! 
1,1997346274,Mon Jun 01 16:41:22 PDT 2009,esquiresmooth,@thisiscaliluv I remember that jawn came out datz when a brotha was sneakin ova when moms was at work 
1,1956403547,Thu May 28 21:48:18 PDT 2009,Kaylalallama,And of course hanging out with kuya was great. 
1,1794502239,Thu May 14 05:57:40 PDT 2009,bexiclepop,@laubow_ 8th june at coveentryy  x
1,1834245292,Mon May 18 02:11:20 PDT 2009,hopeinhell,and home from sean and zoe's (and work) at last.. 
1,2052847722,Sat Jun 06 02:15:29 PDT 2009,TisdaleTeam,@TeamDLovato Here in L.A its 2:14 am ive just come from hanging 
1,2176268396,Mon Jun 15 03:23:58 PDT 2009,rosie0petal,theres nothing funnier than watching your best ginger friend fall into a lake full of duck. 
1,1981296958,Sun May 31 08:51:26 PDT 2009,pingpingss,@Poidoghomeslice YESSSSSSS! lakers!!!!  now to face the magic. what do you think are the chances?
1,2183672808,Mon Jun 15 14:49:44 PDT 2009,tweeteradder31,@clg_cnd Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,2176500621,Mon Jun 15 04:02:27 PDT 2009,jellibeanso9,hey! tweet me!  I'm so in the mood today!!
1,1823384017,Sat May 16 21:49:44 PDT 2009,SylvieDog,@sadieshihtzu *sliding liquor cabinet keys to Sadie* I'm turning in for the night. Don't overdo it. 
1,1753052267,Sat May 09 23:57:05 PDT 2009,arvl17,Adding Comments for my friends  want sum?
1,1558944846,Sun Apr 19 09:50:12 PDT 2009,Hjoorth,@xSalleh Yeah.. that could med so nice  hahha
1,2014401912,Wed Jun 03 01:24:39 PDT 2009,vivks,i like google insights  http://www.google.com/insights/search/#
1,1966061440,Fri May 29 17:03:03 PDT 2009,Steeneh,"I can't help but dance to the new @TheRemusLupins song!  Yet it also makes me sappy, missing the people I graduated with 2 years ago..."
1,2012669966,Tue Jun 02 21:04:15 PDT 2009,twjohnniewalker,"if anyone would like to own this account, please email me at yty5851@gmail.com. "
1,2053591587,Sat Jun 06 05:04:53 PDT 2009,prateekgupta,@rehabc  Well in my defence u provoked me by lines frm one of my fav (actually 2nd fav) ghazals 
1,2046933972,Fri Jun 05 12:54:29 PDT 2009,Angieluvzu12,http://twitpic.com/6osxc - I dare you to buy it 
1,1956718709,Thu May 28 22:31:04 PDT 2009,christinajade,@calvertdrivein most likely the other half wouldn't appreciate that... LOL! 
1,2188449804,Mon Jun 15 21:55:18 PDT 2009,BeeKay___,I'm so excited about Public Enemies. Can't wait for this movie! Looks so good. 
1,1957288189,Fri May 29 00:03:27 PDT 2009,WhimsiGals,Woohoo! My Hubby is home early today 
1,1754573841,Sun May 10 06:43:33 PDT 2009,LaFoue,"@christiantft Haha. Hulu is spectacular, even if it may be run by aliens. "
1,1695109608,Mon May 04 05:13:48 PDT 2009,Reming,"@Heidihabibi wooooo, interesting! Thanks for the info "
1,1693810356,Sun May 03 23:52:16 PDT 2009,mizzezzie,"Beautiful song, excellent piano intro  ? http://blip.fm/~5ja6e"
1,1996276793,Mon Jun 01 14:49:06 PDT 2009,maidmyriad,@janellems I think you do plenty of things awesomely. And yes. You get a word made up for how awesome you are 
1,2066213193,Sun Jun 07 10:05:52 PDT 2009,geekgod90,@ghankit Cool Welcome back to Twitter 
1,1997829806,Mon Jun 01 17:31:45 PDT 2009,memoriesbymicha,Yay! My mother in law is on twitter  @jeverett61
1,2006531767,Tue Jun 02 11:18:18 PDT 2009,ekozlov,Welcome!  ÐÑÐ¸Ñ?ÑÐ½Ð¾Ð³Ð¾ Ð²ÐµÑÐµÑÐ°!
1,1999588051,Mon Jun 01 20:28:50 PDT 2009,BevMohhh,"there ain't no mountain high enough, ain't no valley low enough, ain't no river wide enough to keep me from gettin' to you babyy......... "
1,1827625478,Sun May 17 11:06:21 PDT 2009,scottysnacks,@katize most sushi joints have it. it is light red/off white in color with little specs of red beans in the middle. mmm. mmm. good. 
1,1976094255,Sat May 30 16:34:22 PDT 2009,BearZeone,OMG jussaw star trek!I LUVED IT 
1,2058111977,Sat Jun 06 14:17:21 PDT 2009,SmileyEM7,@xlilcourttney I know i dont go on it hardly 
1,2190105497,Tue Jun 16 01:46:58 PDT 2009,mariestephan,im homee!  how yah guys doin?
1,2049365628,Fri Jun 05 16:45:15 PDT 2009,allison_anne122,SO GLAD ITS THE WEEKEND!!!! 
1,1678130713,Sat May 02 05:37:21 PDT 2009,caycrogan,"busy day. dress shopping for tomorrow, TLW ring, work at the farm, dragstrip tonight with alyssa! "
1,1554494418,Sat Apr 18 17:08:56 PDT 2009,htm_mel,smiling from record day @ M-Theory. Loved Anya Marina's re-make of &quot;whatever you like&quot; by T.I.   http://www.myspace.com/anyamarina
1,1964854225,Fri May 29 14:55:06 PDT 2009,MODELSCOUTINC,Made it through an entire day of evaluating at comp cards without one papercut...we call that a 'win'. *Ouch*. Nevermind. 
1,2190093097,Tue Jun 16 01:44:50 PDT 2009,evansfinch,Animated gems#19 'Dimensions of Dialogue' by Jan Svankmajer. Surrealist veg-e-mation extravaganza!  http://is.gd/13hDd
1,1678911555,Sat May 02 08:03:08 PDT 2009,melvinblog,"@extremelyrich you never run out of quotes, do you? "
1,2190384735,Tue Jun 16 02:34:33 PDT 2009,PaperTissue,I WENT UPSTAIRS AND FOUND THIS LOVELY CANON 500D (T1i) AND 50mm LYING ON MY BED. I HAVE THE BEST PARENTS EVER! 
1,1834097973,Mon May 18 01:37:12 PDT 2009,gschan,@saritaonline Yes Ate.  Di naman ako concerned sa weight ko. Basta healthy eating &amp; balanced diet/exercise palagi. How'd your meeting go?
1,1969017676,Fri May 29 22:48:29 PDT 2009,amandambennett,@KidnapDavey not as wonderful as you 
1,1825181963,Sun May 17 04:41:52 PDT 2009,Lynda_Louise,is charging the camera for tomorrows nights celebrations!! 
1,1971559468,Sat May 30 07:22:53 PDT 2009,prettychinkee,finally! i have a new pair of black shoes already! 
1,1985232049,Sun May 31 16:41:53 PDT 2009,caroline_marie,@tshan063 haha YAY! I love you 
1,2014276378,Wed Jun 03 01:00:16 PDT 2009,ayumi_rollan,watching nothing but the truth. bye twitter. 
1,2061757753,Sat Jun 06 21:32:57 PDT 2009,tiffaniRIOT, had an ok day. it went by fast.
1,2175817636,Mon Jun 15 02:05:06 PDT 2009,lilleskvat,250 followers!!! Thank you very much! 
1,1978440634,Sat May 30 23:21:53 PDT 2009,RenataGR,@mileycyrus youuu have my vote!!! 
1,2001711953,Tue Jun 02 01:48:46 PDT 2009,wanderblah,and it's a yay! yay! day again at work  yay!
1,1976844267,Sat May 30 19:16:09 PDT 2009,Leeshababii,Chilling with KELLY and EMINA!!! Boys are coming over later 
1,2046310018,Fri Jun 05 11:59:51 PDT 2009,musthavemoxie,I found a four leaf clover today.  
1,1990970478,Mon Jun 01 06:08:23 PDT 2009,rachelhatesjazz,"@nattars We do that all the time, even in the baking Perth summer heat. Earl Grey, teapot, everything "
1,1979446007,Sun May 31 03:04:53 PDT 2009,Clare16JB,@Fuzzy2230 im from the UK! where are you from? and np btw 
1,2049856010,Fri Jun 05 17:37:22 PDT 2009,jfecanin,"amusingly enough, whenever i look at icanhascheezburger for too long, i start talking with terrible grammar "
1,2177598168,Mon Jun 15 06:23:02 PDT 2009,sexyminx243,take that wer amazing 
1,2051385407,Fri Jun 05 21:52:37 PDT 2009,elCAPTAIN2010,At click with the friends. Ashley. Andy. Candice. Beatrice. Diego. 
1,2047050452,Fri Jun 05 13:04:38 PDT 2009,MeAlice,@SimpleMia hey i really love your hair. You love twilight didnt you? 
1,2051264544,Fri Jun 05 21:24:08 PDT 2009,CT415,@Colorblindfish Have fun tonite Fish... let loose n have a Grey Goose n Redbull for me! 
1,1558049182,Sun Apr 19 07:04:36 PDT 2009,NaomiMcflyFan,So very very bored todayyy... might carry on with my mcfly fan board 
1,1752445549,Sat May 09 21:56:47 PDT 2009,SydneyDiamond,@JoeyyJ thats cool. My mom is a teacher in Burbank so we're always like right there. XP ahww i wanna go to the Bahamas! 
1,2055730676,Sat Jun 06 09:51:08 PDT 2009,HalaKills,"No problem, i had fun.  well hang out when i get backk."
1,1879962101,Thu May 21 23:40:01 PDT 2009,hello_jodie,"@alikitty619 I definitely think I will take both of them off your hands for ya. Loving the names, BTW. "
1,2057245918,Sat Jun 06 12:38:38 PDT 2009,tweeteradder2,@ritchyrich Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,2055242130,Sat Jun 06 08:57:56 PDT 2009,felicityfuller,@ManxieFi yes i bet it must be nice - 
1,2002419597,Tue Jun 02 04:09:33 PDT 2009,taylahrobb,@TraceCyrus awesome pic 
1,1573109511,Mon Apr 20 23:45:31 PDT 2009,earth_dragon,finished &quot;angled and demons&quot;. just started &quot;the great gatsby&quot;. i luuuuuuuuuv my books!  
1,2064087213,Sun Jun 07 05:10:42 PDT 2009,momtodanielle,@SherriEShepherd fresh lemon water first thing every morning on an empty stomach does wonders for digestion and losing weight! 
1,1759088497,Sun May 10 18:26:07 PDT 2009,FanaticBaybee,"CHILLING, NEED A STUDIO OR SOMETHING SMH..HAPPY MOTHERS DAY AGAIN, ILOVEMYMOM SHES THE BEST "
1,1982381030,Sun May 31 11:05:40 PDT 2009,westlifebunny,@janine_j9 LMAO! Yes. Conan is the red head who's now taking over for Leno on the Tonight Show! He's going to be my boss one day! 
1,1989305882,Mon Jun 01 01:03:40 PDT 2009,perhonita,is off to London tomorrow 
1,2001812080,Tue Jun 02 02:09:26 PDT 2009,AnnahArt,"oh, &amp; my cats home safe &amp; sound "
1,1557783071,Sun Apr 19 05:59:08 PDT 2009,MacSheikh,To my Arab-music-listening bros &amp; sis: can you introduce me to some good arabic singers i can check out? Other than Amr Diab? 
1,2046616299,Fri Jun 05 12:26:33 PDT 2009,jana321,"@BeckyFOD Oh Yes!! I loved David when he was on Jimmy Kimmel, one of my faves. But late night needs him "
1,2059666975,Sat Jun 06 17:23:35 PDT 2009,DanyCruz,OMG so many people at the party 
1,2176025532,Mon Jun 15 02:41:43 PDT 2009,mysterbeee,@angl66 Sooty Winstanley is beating my brother's record!! My own policy is to only catch pre-cooked food that falls from the fridge... 
1,2065978390,Sun Jun 07 09:39:29 PDT 2009,babybunny1987,@MusicIsHealthy What do u mean ? 
1,1564022920,Mon Apr 20 01:22:48 PDT 2009,BevNicholson,"good night, sleep tight, don't let the bed bugs bite "
1,1822977353,Sat May 16 20:49:42 PDT 2009,silahk,i think i'm going out today. 
1,2010173088,Tue Jun 02 16:56:13 PDT 2009,DJMighty,@DVBL  please do!
1,1975281182,Sat May 30 14:49:46 PDT 2009,mahadewa,@chibialfa @jtug I have to say it's been a weird evening for me 
1,1753535536,Sun May 10 02:07:49 PDT 2009,skyfirestudio,@studioyourcom on 14th of may we exist 5 years! 
1,1969984668,Sat May 30 01:59:30 PDT 2009,triesteblader,excited for senior appreciation day and ribs!!! 
1,1999437054,Mon Jun 01 20:12:57 PDT 2009,sagewhistler,@AJLlewellyn  I just joined  under my pen name. 
1,1980899009,Sun May 31 07:57:04 PDT 2009,KazBT,"@irrum *smishes*  Hee. DUDE. You HAVE to when you can, k? I want next season nooooow  lol"
1,1982872832,Sun May 31 12:04:04 PDT 2009,lexieelizabeth,"taking a bath, watching one of my bsb dvds (yeah i'm cool), then going out for a belated b-day dinner with gabby "
